source_file,column_name,likely_type,sample_population_pct,business_asset_class,business_value,possible_products,commercial_value_score,readiness_adjusted_score,priority,sample_values
all_canadabuys_award_notices_2022_08_08_onwards.csv,contractingEntityName-nomEntitContractante-fra,text,100.0,Buyer Intelligence,"Supports department profiles, buyer segmentation, and procurement behavior.",Department Scorecards; Buyer Targeting; Government Account Intelligence,10,10,high,Farm Credit Canada (FCC) | Farm Credit Canada (FCC) | Farm Credit Canada (FCC) | Farm Credit Canada (FCC) | Farm Credit Canada (FCC) | Farm Credit Canada (FCC) | Farm Credit Canada (FCC) | Farm Credit Canada (FCC) | Farm Credit Canada (FCC) | Farm Credit Canada (FCC)
legacy_award_notices_2012_to_2022_08_prior_to_canadabuys.csv,contractingEntityName-nomEntitContractante-fra,text,100.0,Buyer Intelligence,"Supports department profiles, buyer segmentation, and procurement behavior.",Department Scorecards; Buyer Targeting; Government Account Intelligence,10,10,high,Travaux publics et Services gouvernementaux Canada | Travaux publics et Services gouvernementaux Canada | Travaux publics et Services gouvernementaux Canada | Travaux publics et Services gouvernementaux Canada | Travaux publics et Services gouvernementaux Canada | Travaux publics et Services gouvernementaux Canada | Travaux publics et Services gouvernementaux Canada | Travaux publics et Services gouvernementaux Canada | Travaux publics et Services gouvernementaux Canada | Travaux publics et Services gouvernementaux Canada
all_canadabuys_contract_history_2023_06_01_onwards.csv,contractingEntityName-nomEntitContractante-fra,text,100.0,Buyer Intelligence,"Supports department profiles, buyer segmentation, and procurement behavior.",Department Scorecards; Buyer Targeting; Government Account Intelligence,10,10,high,Travaux publics et Services gouvernementaux Canada | Travaux publics et Services gouvernementaux Canada | Travaux publics et Services gouvernementaux Canada | Travaux publics et Services gouvernementaux Canada | Travaux publics et Services gouvernementaux Canada | Travaux publics et Services gouvernementaux Canada | Travaux publics et Services gouvernementaux Canada | Travaux publics et Services gouvernementaux Canada | Travaux publics et Services gouvernementaux Canada | Travaux publics et Services gouvernementaux Canada
legacy_contract_history_2009_01_to_2023_05_prior_to_canadabuys.csv,contractingEntityName-nomEntitContractante-fra,text,100.0,Buyer Intelligence,"Supports department profiles, buyer segmentation, and procurement behavior.",Department Scorecards; Buyer Targeting; Government Account Intelligence,10,10,high,Travaux publics et Services gouvernementaux Canada | Travaux publics et Services gouvernementaux Canada | Travaux publics et Services gouvernementaux Canada | Travaux publics et Services gouvernementaux Canada | Travaux publics et Services gouvernementaux Canada | Travaux publics et Services gouvernementaux Canada | Travaux publics et Services gouvernementaux Canada | Travaux publics et Services gouvernementaux Canada | Travaux publics et Services gouvernementaux Canada | Travaux publics et Services gouvernementaux Canada
all_canadabuys_tender_notices_2022_08_08_onwards.csv,contractingEntityName-nomEntitContractante-fra,text,100.0,Buyer Intelligence,"Supports department profiles, buyer segmentation, and procurement behavior.",Department Scorecards; Buyer Targeting; Government Account Intelligence,10,10,high,Export Development Canada - EDC | VIA Rail Canada Inc. | Defence Construction Canada - Atlantic Region | Defence Construction Canada - Atlantic Region | Defence Construction Canada - Atlantic Region | Defence Construction Canada - Atlantic Region | Defence Construction Canada - Atlantic Region | Defence Construction Canada - Pacific Region | Defence Construction Canada - Pacific Region | Defence Construction Canada - Pacific Region
archived_2009_2022_legacy_tender_notices.csv,contractingEntityName-nomEntitContractante-fra,text,100.0,Buyer Intelligence,"Supports department profiles, buyer segmentation, and procurement behavior.",Department Scorecards; Buyer Targeting; Government Account Intelligence,10,10,high,Pêches et Océans Canada | Parcs Canada | Pêches et Océans Canada | Agriculture et Agroalimentaire Canada | Travaux publics et Services gouvernementaux Canada | Construction de Défense Canada | Construction de Défense Canada | Gendarmerie royale du Canada | Gendarmerie royale du Canada | Travaux publics et Services gouvernementaux Canada
legacy_award_notices_2012_to_2022_08_prior_to_canadabuys.csv,gsin-nibs,text,100.0,Category Market Intelligence,Classifies what government buys and which sectors are active.,Category Market Reports; Industry Demand Tracker; Supplier Segment Intelligence,10,10,high,*N7030 | *N7030 | *N7030 | *N7030 | *N7030 | *N6695 | *D302A | *D302A | *D302A | *D302A
legacy_contract_history_2009_01_to_2023_05_prior_to_canadabuys.csv,gsin-nibs,text,100.0,Category Market Intelligence,Classifies what government buys and which sectors are active.,Category Market Reports; Industry Demand Tracker; Supplier Segment Intelligence,10,10,high,*R019E | *R019E | *R019E | *R019E | *R019E | *R019E | *R019E | *R019E | *R019E | *R019E
all_canadabuys_tender_notices_2022_08_08_onwards.csv,gsin-nibs,text,95.2,Category Market Intelligence,Classifies what government buys and which sectors are active.,Category Market Reports; Industry Demand Tracker; Supplier Segment Intelligence,10,10,high,*5111A | *5111A | *5111A | *5111A | *5111A | *5111A | *5111A | *5111A | *5111A | *5111A
archived_2009_2022_legacy_tender_notices.csv,gsin-nibs,text,100.0,Category Market Intelligence,Classifies what government buys and which sectors are active.,Category Market Reports; Industry Demand Tracker; Supplier Segment Intelligence,10,10,high,*5112B | *5112B | *5112B | *5112B | *5112B | *5112B | *5112B | *5112B | *5112B | *5112B
legacy_award_notices_2012_to_2022_08_prior_to_canadabuys.csv,gsinDescription-nibsDescription-eng,text,100.0,Category Market Intelligence,Classifies what government buys and which sectors are active.,Category Market Reports; Industry Demand Tracker; Supplier Segment Intelligence,10,10,high,*ADP Software | *ADP Software | *ADP Software | *ADP Software | *ADP Software | *Combination and Miscellaneous Instruments | *Informatics Professional Services | *Informatics Professional Services | *Informatics Professional Services | *Informatics Professional Services
legacy_contract_history_2009_01_to_2023_05_prior_to_canadabuys.csv,gsinDescription-nibsDescription-eng,text,100.0,Category Market Intelligence,Classifies what government buys and which sectors are active.,Category Market Reports; Industry Demand Tracker; Supplier Segment Intelligence,10,10,high,*Business Services | *Business Services | *Business Services | *Business Services | *Business Services | *Business Services | *Business Services | *Business Services | *Business Services | *Business Services
all_canadabuys_tender_notices_2022_08_08_onwards.csv,gsinDescription-nibsDescription-eng,text,95.2,Category Market Intelligence,Classifies what government buys and which sectors are active.,Category Market Reports; Industry Demand Tracker; Supplier Segment Intelligence,10,10,high,*Construction Site Planning | *Construction Site Planning | *Construction Site Planning | *Construction Site Planning | *Construction Site Planning | *Construction Site Planning | *Construction Site Planning | *Construction Site Planning | *Construction Site Planning | *Construction Site Planning
archived_2009_2022_legacy_tender_notices.csv,gsinDescription-nibsDescription-eng,text,100.0,Category Market Intelligence,Classifies what government buys and which sectors are active.,Category Market Reports; Industry Demand Tracker; Supplier Segment Intelligence,10,10,high,*Demolition Work | *Demolition Work | *Demolition Work | *Demolition Work | *Demolition Work | *Demolition Work | *Demolition Work | *Demolition Work | *Demolition Work | *Demolition Work
legacy_award_notices_2012_to_2022_08_prior_to_canadabuys.csv,gsinDescription-nibsDescription-fra,text,100.0,Category Market Intelligence,Classifies what government buys and which sectors are active.,Category Market Reports; Industry Demand Tracker; Supplier Segment Intelligence,10,10,high,"*Logiciel TAI | *Logiciel TAI | *Logiciel TAI | *Logiciel TAI | *Logiciel TAI | *Combinaisons et instruments divers | *Services professionnels, informatique | *Services professionnels, informatique | *Services professionnels, informatique | *Services professionnels, informatique"
legacy_contract_history_2009_01_to_2023_05_prior_to_canadabuys.csv,gsinDescription-nibsDescription-fra,text,100.0,Category Market Intelligence,Classifies what government buys and which sectors are active.,Category Market Reports; Industry Demand Tracker; Supplier Segment Intelligence,10,10,high,*Services commerciaux | *Services commerciaux | *Services commerciaux | *Services commerciaux | *Services commerciaux | *Services commerciaux | *Services commerciaux | *Services commerciaux | *Services commerciaux | *Services commerciaux
all_canadabuys_tender_notices_2022_08_08_onwards.csv,gsinDescription-nibsDescription-fra,text,95.2,Category Market Intelligence,Classifies what government buys and which sectors are active.,Category Market Reports; Industry Demand Tracker; Supplier Segment Intelligence,10,10,high,*Planification de chantier de construction | *Planification de chantier de construction | *Planification de chantier de construction | *Planification de chantier de construction | *Planification de chantier de construction | *Planification de chantier de construction | *Planification de chantier de construction | *Planification de chantier de construction | *Planification de chantier de construction | *Planification de chantier de construction
archived_2009_2022_legacy_tender_notices.csv,gsinDescription-nibsDescription-fra,text,100.0,Category Market Intelligence,Classifies what government buys and which sectors are active.,Category Market Reports; Industry Demand Tracker; Supplier Segment Intelligence,10,10,high,*Travaux de démolition | *Travaux de démolition | *Travaux de démolition | *Travaux de démolition | *Travaux de démolition | *Travaux de démolition | *Travaux de démolition | *Travaux de démolition | *Travaux de démolition | *Travaux de démolition
legacy_award_notices_2012_to_2022_08_prior_to_canadabuys.csv,contactInfoAddressLine-contactInfoAdresseLigne-eng,text,100.0,Relationship Intelligence,Identifies procurement contacts and buyer access points.,Buyer Contact Intelligence; BD Targeting Database; Capture Manager Lead Feed,10,10,high,101 COLONEL BY DR. | 101 COLONEL BY DR. | BLDG 29 RECEIVING<br>3701 CARLING AVE | ATTN DGMEPM NP - DMARP<br>101 COLONEL BY DR. | 101 COLONEL BY DR. | PDV TWR C FL.25G<br>330 SPARKS ST | PORTAGE IV 1ST FL.<br>140 PROMENADE DU PORTAGE | 101 COLONEL BY DR. | 101 COLONEL BY DR. | 101 COLONEL BY DR.
